,nombre_actividad,lugar,categoria,puntuacion,imagen,precio
421,Room escape: Casino Royal,XCAPE ROOM BCN,Room Escape,Sin puntuación,Sin imagen,14€
422,Room escape: el diario de Miko,XCAPE ROOM BCN,Room Escape,8.7,Sin imagen,14€
423,Ruta de la Sociedades Secretas,Plaça de Sant Iu,Rutas nocturnas y misteriosas,9.3,https://www.atrapalo.com/common/photo/event/4/8/3/0486/1023406/vertic_372_270.jpg,16€
424,Ruta misteriosa por el Barrio Gótico a través de VisitEscape,,Rutas teatralizadas e interactivas,10,https://www.atrapalo.com/common/photo/event/4/8/7/5529/1328855/vertic_372_270.jpg,9€
425,Saborea la auténtica cocina italiana en Luigi Macià,Plaça Sant Jaume                                                         (Barcelona),Degustaciones y experiencias gastronómicas,10,https://www.atrapalo.com/common/photo/event/4/8/9/8107/1499178/vertic_372_270.jpg,25€
426,Sabores y enigmas: Tapeando por Barcelona con diversión asegurada,Ristorante Luigi Maciá,Tours y rutas gastronómicas,10,Sin imagen,29€
427,Sagrada Familia Tour Guiado con Guía Profesional & Acceso a las Torres opcional.,Alquimia Barcelona,Tours y visitas guiadas,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/8/5/2737/1164430/vertic_372_270.jpg,"81,50€"
428,Sailing Experience: 2 horas de velero Privado hasta 11 personas,Barcelona                                                         (Barcelona),Excursiones y paseos en barco,10,https://www.atrapalo.com/common/photo/event/4/8/0/1538/412694/vertic_372_270.jpg,399€
429,"Sailing en Barcelona, aprende a navegar - clase de iniciación",SailingExperienceBcn,"Pesca, náutica y navegación",Sin puntuación,https://www.atrapalo.com/common/photo/event/4/9/0/8190/1564616/vertic_372_270.jpg,50€
430,Sala gaming privada con barra libre de palomitas para 5 personas,Anywhere Watersport,Room Escape,Sin puntuación,Sin imagen,"39,99€"
431,Salida en velero 2 horas por Barcelona,Golden Pop,Excursiones y paseos en barco,10,https://www.atrapalo.com/common/photo/event/4/8/9/4047/1466217/vertic_372_270.jpg,55€
432,"Salida romántica en velero privado, brinda con cava en el mar",Boat Trip Barcelona,Excursiones y paseos en barco,8.6,https://www.atrapalo.com/common/photo/event/3/8/9/93/1217123/vertic_372_270.jpg,350€
433,Sanacion del Niñ@ Interior,Business Yachtclub Barcelona,Crecimiento personal,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/9/1/0829/1582335/vertic_372_270.jpg,28€
434,Senderismo y Vino en el Penedès. Tour desde Barcelona en Grupo Reducido.,Espai psico-corporal (Ludicament),Rafting y barranquismo,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/8/5/2930/1166261/vertic_372_270.jpg,"72,30€"
435,Sesión de 1 hora de simulador racing con snack,Barcelona                                                         (Barcelona),Realidad Virtual,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/8/9/6177/1483178/vertic_372_270.jpg,"16,99€"
436,Sesión de fotos de autorretrato sin fotógrafo y...¡sin vergüenza!,Diamond Esports Center Sepúlveda,Sesiones de fotos,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/9/0/9615/1571987/vertic_372_270.jpg,70€
437,"Sesión masaje terapéutico descontracturante, relajante o circulatorio",Estudio de Wonderstory,Masajes terapéuticos y fisioterapia,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/8/9/6771/1487871/vertic_372_270.jpg,45€
438,Spa y masaje a escoger en Seventy Spa,Monoi Fisioterapia,Spas con masaje,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/8/7/7280/1341201/vertic_372_270.jpg,70€
439,Spa y masaje a escoger en Spa Siargao en Hotel 1898,Seventy Spa,Spas con masaje,9.2,Sin imagen,70€
440,Street Game Barcelona,Hotel H1898,Room Escape,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/8/4/6241/1115102/vertic_372_270.jpg,"22,50€"
441,Sunset Paddle Surf Barcelona,Parc Joan Miró - Plaça Espanya,"Paddle Surf, Surf y Windsurf",Sin puntuación,https://www.atrapalo.com/common/photo/event/4/9/0/8183/1564590/vertic_372_270.jpg,25€
442,Surf en Barcelona,Anywhere Watersport,"Paddle Surf, Surf y Windsurf",Sin puntuación,https://www.atrapalo.com/common/photo/event/4/9/0/8185/1564598/vertic_372_270.jpg,35€
443,Surfskate por las calles de Barcelona,Anywhere Watersport,Clases de patinaje,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/9/0/8184/1564594/vertic_372_270.jpg,20€
444,Taller creativo de chocolate para niños y familias en Çukor Barcelona,Anywhere Watersport,Campamentos y talleres infantiles,9.1,https://www.atrapalo.com/common/photo/event/4/8/1/4180/1108125/vertic_372_270.jpg,26€
445,Taller de Constelaciones Familiares,Çukor (Palau),Crecimiento personal,Sin puntuación,Sin imagen,13€
446,Taller de cocina mexicana,El Núcleo                                                         (Barcelona),Cursos de cocina,Sin puntuación,https://www.atrapalo.com/common/photo/event/3/0/6/534/1541658/vertic_372_270.jpg,"29,90€"
447,"Taller de cócteles clásicos, ¡conviértete en todo un bartender!",Muérdete,Cursos de cata y coctelería,9.7,https://www.atrapalo.com/common/photo/event/4/8/7/4097/1331132/vertic_372_270.jpg,34€
449,Taller de elaboración de crema corporal en catalán,Botiga A Granel,Cursos de Manualidades y DIY,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/9/1/2948/1592281/vertic_372_270.jpg,30€
450,Taller de elaboración de jabón de castañas en catalán,,Cursos de Manualidades y DIY,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/9/1/2946/1592279/vertic_372_270.jpg,30€
451,"Taller de escultura, da rienda suelta a tu creatividad",Botiga A Granel,Cursos de Manualidades y DIY,Sin puntuación,https://www.atrapalo.com/common/photo/event/1/7/0/30/393821/vertic_372_270.jpg,35€
452,Taller de estimulación para bebés,,Actividades para embarazadas y bebés,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/9/0/5754/1586520/vertic_372_270.jpg,18€
453,Taller de fotografía (retrato),Cerámica Forma,Cursos de fotografía,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/9/1/2635/1590389/vertic_372_270.jpg,15€
454,"Taller de monólogos stand up, descubre tu humor y brilla",El Trencaclosques,Cursos de Música e interpretación,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/9/0/0927/1516198/vertic_372_270.jpg,90€
455,Taller de pintura acrílica o fluorescente con barra libre de vino,"Passeig de Gràcia, 103 (Sturbucks)                                                         (Barcelona)",Cursos de Manualidades y DIY,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/9/1/4140/1598718/vertic_372_270.jpg,29€
456,Taller infantil de elaboración de jabón de castaña,Secret Comedy Club,Cursos de Manualidades y DIY,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/9/1/2954/1592286/vertic_372_270.jpg,30€
457,Taller para elevar autoestima y liberar ansiedad | Presencial y online,Academia de Marte,Crecimiento personal,Sin puntuación,Sin imagen,28€
458,Taller práctico de desbloqueo de chacras,Botiga A Granel,Terapias alternativas,Sin puntuación,Sin imagen,22€
459,"Talleres creativos: velas, costura, joyería y manualidades",,Cursos de Manualidades y DIY,10,https://www.atrapalo.com/common/photo/event/4/9/0/4300/1540966/vertic_372_270.jpg,"34,20€"
460,Team building original: Tiro con hacha y cerveza artesanal,Espai psico-corporal (Ludicament),Paintball y Laser tag,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/9/0/6929/1557438/vertic_372_270.jpg,39€
461,Terapia personalizada: elimina el dolor y cuida tu salud,Espai psico-corporal (Ludicament),Masajes terapéuticos y fisioterapia,Sin puntuación,https://www.atrapalo.com/common/photo/event/5/5/1/17/1084454/vertic_372_270.jpg,38€
462,Tesoros culinarios en el Negresco 4* de la mano del chef Jon García,A concretar (Barcelona)                                                         (Barcelona),Degustaciones y experiencias gastronómicas,Sin puntuación,Sin imagen,26€
463,Tonifica y reduce grasa con Ems Shape Sculptor,The Axe Club,Adelgazamiento,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/8/5/8524/1586216/vertic_372_270.jpg,225€
464,Tour Guiado al Park Güell con acceso rápido,Kinesioclinic ( Sagrada Familia ),Tours y visitas guiadas,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/8/5/2661/1163639/vertic_372_270.jpg,"18,50€"
465,Tour a pie de 2 horas por las maravillas de Barcelona,Hotel Negresco Princess 4*,Tours y visitas guiadas,8.7,https://www.atrapalo.com/common/photo/event/4/8/9/9006/1506514/vertic_372_270.jpg,"11,40€"
466,"Tour ciutat Vella, show de flamenco y cena de tapas en el Born",Benestar Balmes,Tours y rutas gastronómicas,Sin puntuación,Sin imagen,"89,99€"
467,Tour de Bares y Discotecas | Pub crawl Barcelona,Barcelona                                                         (Barcelona),Tours y rutas gastronómicas,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/8/8/9580/1430484/vertic_372_270.jpg,15€
468,Tour de fantasmas y leyendas de Barcelona,Barcelona                                                         (Barcelona),Rutas nocturnas y misteriosas,10,https://www.atrapalo.com/common/photo/event/4/8/5/2663/1163661/vertic_372_270.jpg,"15,50€"
469,Tour del Parque Güell y la Sagrada Familia en Barcelona,La Casa de la Seda,Tours y visitas guiadas,10,https://www.atrapalo.com/common/photo/event/4/8/5/2677/1163795/vertic_372_270.jpg,"93,10€"
470,Tour en Segway por la línea marítima de Barcelona,Royale                                                         (Barcelona),Tours y rutas en Segway,8.9,https://www.atrapalo.com/common/photo/event/8/5/8/96/250923/vertic_372_270.jpg,35€
471,"Tour gastronómico, vinícola e histórico con el mercado de la Boquería en Barcelona",Barcelona                                                         (Barcelona),Tours y rutas gastronómicas,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/8/5/2701/1164029/vertic_372_270.jpg,"45,80€"
472,"Tour histórico de tapas, tabernas y barrio gótico de Barcelona",Barcelona                                                         (Barcelona),Tours y rutas gastronómicas,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/8/5/2788/1164905/vertic_372_270.jpg,"89,80€"
473,Tour por el casco antiguo de Barcelona con espectáculo de flamenco opcional,Barcelona Sun Segway (Punto de encuentro)                                                         (Barcelona),Tours y visitas guiadas,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/9/0/4162/1540151/vertic_372_270.jpg,22€
474,Tour privado en velero en Barcelona,Barcelona                                                         (Barcelona),Excursiones y paseos en barco,Sin puntuación,Sin imagen,140€
475,Traslado privado aeropuerto - hotel en Barcelona,Barcelona                                                         (Barcelona),Traslados,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/9/1/0533/1577610/vertic_372_270.jpg,43€
476,Tratamiento Facial con masaje cervical y cráneo con piedras jade,Barcelona                                                         (Barcelona),Tratamiento y limpieza facial,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/8/4/0174/1080975/vertic_372_270.jpg,39€
477,Tratamiento Hidrafacial Aquapure,Boat Trip Barcelona,Tratamiento y limpieza facial,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/9/0/5697/1550070/vertic_372_270.jpg,120€
478,"Tratamiento adelgazante, masaje con maderoterapia",Barcelona Aeropuerto - Hoteles                                                         (Barcelona),Adelgazamiento,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/8/6/5728/1509872/vertic_372_270.jpg,65€
479,Tratamiento anticaída: fortalece y retrasa la caída del cabello,Tu Espacio y Bienestar,Peluquería y maquillaje,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/8/4/3163/1100186/vertic_372_270.jpg,"79,90€"
480,Tratamiento de lujo para rejuvenecer y relajar la piel,MD Cliniques,Lifting facial,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/8/8/6319/1510382/vertic_372_270.jpg,74€
481,"Tratamiento facial con Oxígeno Puro, piel radiante y rejuvenecida",Ambrosia Spa,Tratamiento y limpieza facial,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/8/8/6332/1581541/vertic_372_270.jpg,49€
482,Tratamiento facial con ácido hialurónico,SportsCuts Barcelona,Tratamiento y limpieza facial,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/9/1/1941/1586168/vertic_372_270.jpg,65€
483,Tratamiento facial revolucionario: piel radiante y sin imperfecciones,Benestar (varios centros en Barcelona)                                                         (Barcelona),Tratamiento y limpieza facial,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/8/8/6326/1581540/vertic_372_270.jpg,49€
484,Tratamiento médico estético con higiene facial profunda y luz led,Benestar (varios centros en Barcelona)                                                         (Barcelona),Limpieza facial,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/9/0/5251/1550027/vertic_372_270.jpg,50€
485,Ultralifting facial: rejuvenece tu rostro sin cirugía,Jove Galatea,Lifting facial,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/8/9/9257/1509358/vertic_372_270.jpg,"179,99€"
486,Un atardecer de lujo en velero - Sensational Sunset Sail,Benestar (varios centros en Barcelona)                                                         (Barcelona),Excursiones y paseos en barco,Sin puntuación,Sin imagen,45€
487,"Una completa experiencia enoturística: viñedos, bodega y cata",MD Cliniques,Visitas a bodegas y viñedos,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/9/1/4927/1603469/vertic_372_270.jpg,25€
488,Uñas perfectas por 3 semanas con Shellac. Hidratación y nutrición,0complejos - Dermatologic Institute,Manicuras y pedicuras,8.8,Sin imagen,22€
492,VR de navegación y astronomía con navegación real opcional,Port Olimpic - Local Sea Starlight,Realidad Virtual,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/9/1/3177/1593542/vertic_372_270.jpg,14€
493,"Va de retro, exorcismos en Barcelona",Debajo del Arco de Triunfo lado Llobregat                                                         (Barcelona),Rutas nocturnas y misteriosas,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/9/1/0702/1579032/vertic_372_270.jpg,14€
494,Vermut & Experiencia en Barco en Barcelona con Bebidas y Snacks,Barcelona                                                         (Barcelona),Excursiones y paseos en barco,10,https://www.atrapalo.com/common/photo/event/4/8/5/2664/1163666/vertic_372_270.jpg,"28,20€"
495,"Vermut Alaire: Relájate, disfruta y desconecta en Hotel España",Terraza Alaire Ramblas,"Vermuts, aperitivos y destilados",Sin puntuación,https://www.atrapalo.com/common/photo/event/4/8/8/9435/1429160/vertic_372_270.jpg,15€
496,Vermut y vistas en la terraza del Mae: el plan perfecto en Barcelona,Bar West - Hotel Vincci Mae,"Vermuts, aperitivos y destilados",8.9,https://www.atrapalo.com/common/photo/event/4/8/0/2514/1269041/vertic_372_270.jpg,10€
497,Viaja en el tiempo: los secretos más ocultos de Barcelona,Plaza de Castella                                                         (Barcelona),Tours y rutas culturales,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/8/1/0575/469209/vertic_372_270.jpg,11€
498,Viaje de 3 horas de viticultura y cata de vinos desde Barcelona,Barcelona                                                         (Barcelona),Tours y rutas gastronómicas,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/8/5/8844/1204342/vertic_372_270.jpg,"33,30€"
499,Viaje en helicóptero por la costa de Barcelona,Barcelona                                                         (Barcelona),Vuelos en helicóptero y avioneta,8.8,https://www.atrapalo.com/common/photo/event/4/8/7/1679/1299727/vertic_372_270.jpg,"91,50€"
500,Viaje sensorial: experimenta el bienestar con masajes premium,Espai psico-corporal (Ludicament),Masajes relajantes,8.8,https://www.atrapalo.com/common/photo/event/2/8/8/587/347644/vertic_372_270.jpg,28€
501,Vientre firme: radiofrecuencia y alginatos para recuperar la firmeza,Benestar Balmes,Adelgazamiento,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/8/8/6330/1510384/vertic_372_270.jpg,47€
502,Visita a Montserrat al amanecer desde Barcelona,Estacion de Francia,Excursiones de un día,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/8/3/0001/1020152/vertic_372_270.jpg,44€
503,Visita a Tarragona y Sitges desde Barcelona,Barcelona                                                         (Barcelona),Excursiones de un día,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/8/5/2667/1163697/vertic_372_270.jpg,"9,20€"
504,Visita a pie de cata de vinos y tapas para grupos pequeños,Barcelona                                                         (Barcelona),Tours y rutas gastronómicas,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/8/5/2700/1164008/vertic_372_270.jpg,"54,90€"
505,Visita al Monasterio de Montserrat y Senderismo con Tren Cremallera desde Barcelona,Barcelona                                                         (Barcelona),Senderismo,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/8/6/4543/1251364/vertic_372_270.jpg,"50,30€"
506,Visita al Monasterio de Montserrat y senderismo con Tren Cremallera,We Barcelona,Senderismo,Sin puntuación,Sin imagen,"64,99€"
507,"Visita al Museo Dalí, Casa Dalí y Cadaqués para grupos pequeños desde Barcelona",Barcelona                                                         (Barcelona),Excursiones de un día,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/8/5/2753/1164583/vertic_372_270.jpg,"68,60€"
508,"Visita al monasterio de Montserrat desde Barcelona, con ascenso en tren cremallera",Barcelona                                                         (Barcelona),Excursiones de un día,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/8/5/2783/1164847/vertic_372_270.jpg,"39,40€"
509,Visita audioguiada a la Casa Museu Amatller - Cases Singulars,A consultar en texto (Barcelona)                                                         (Barcelona),Visitas con audioguía,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/9/1/0333/1576291/vertic_372_270.jpg,12€
510,Visita guiada a la Casa Museu Amatller - Cases Singulars,A consultar en texto (Barcelona)                                                         (Barcelona),Tours y visitas guiadas,8.7,https://www.atrapalo.com/common/photo/event/4/9/1/0330/1576289/vertic_372_270.jpg,14€
511,Visita guiada a la Reial Acadèmia de Medicina,Reial Acadèmia de Medicina de Catalunya                                                         (Barcelona),Tours y rutas culturales,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/7/9/1595/352904/vertic_372_270.jpg,10€
512,Visita guiada al Ateneu Barcelonès - Cases Singulars,A consultar en texto (Barcelona)                                                         (Barcelona),Tours y visitas guiadas,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/9/1/0332/1576290/vertic_372_270.jpg,12€
513,Visita guiada al Museo Picasso con entrada sin colas,Barcelona                                                         (Barcelona),Tours y visitas guiadas,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/8/6/0916/1214907/vertic_372_270.jpg,21€
514,Visita guiada al Palau Baró de Quadras - Cases Singulars,A consultar en texto (Barcelona)                                                         (Barcelona),Tours y visitas guiadas,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/9/1/0337/1576295/vertic_372_270.jpg,12€
515,Visita guiada al Parque Güell con entrada sin colas,Barcelona                                                         (Barcelona),Tours y visitas guiadas,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/8/7/5755/1330207/vertic_372_270.jpg,"23,80€"
516,Visita guiada al mercado de la Boquería y clase de cocina de paella,Barcelona                                                         (Barcelona),Tours y rutas gastronómicas,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/8/5/3040/1167249/vertic_372_270.jpg,"148,30€"
517,Visita guiada para grupos pequeños de la Sagrada Familia con entrada sin colas,Barcelona                                                         (Barcelona),Tours y visitas guiadas,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/8/7/0637/1293277/vertic_372_270.jpg,"35,70€"
518,Visita y cata de vino a una bodega catalana desde Barcelona,Estacion de Francia,Excursiones de un día,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/8/8/7239/1412340/vertic_372_270.jpg,94€
519,Visitas guiadas a la Fundació Ramón Pla Armengol: arte y medicina,Fundació Ramón Pla Armengol                                                         (Barcelona),Tours y visitas guiadas,10,https://www.atrapalo.com/common/photo/event/4/8/4/0592/1083713/vertic_372_270.jpg,10€
520,Visitas guiadas a la Real Academia de Farmacia de Cataluña,Real Academia de Farmacia de Cataluña                                                         (Barcelona),Tours y visitas guiadas,8.7,https://www.atrapalo.com/common/photo/event/4/8/1/7837/514384/vertic_372_270.jpg,10€
521,Vista guiada a Casa Vicens (la primera casa de Gaudí),Barcelona                                                         (Barcelona),Tours y visitas guiadas,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/8/5/8408/1200638/vertic_372_270.jpg,"20,90€"
522,Vive Barcelona de una forma distinta paseando en sidecar,Encuentro con los guías Angie y Deme Dreams                                                         (Barcelona),Tours y rutas en moto,10,https://www.atrapalo.com/common/photo/event/4/8/2/8984/1016574/vertic_372_270.jpg,140€
523,Vive la Barcelona vertical en el rocódromo urbano más grande,Sharma Climbing Barcelona,Escalada y Rocódromo,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/8/7/5528/1328959/vertic_372_270.jpg,9€
524,Vive tu aventura de Realidad Virtual con total libertad de movimiento!,VRoom Escape,Realidad Virtual,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/9/0/1641/1521265/vertic_372_270.jpg,25€
525,"Vuelo en globo en Igualada, la bellez del sur de Montserrat a tus pies",A concretar (consulta el texto)                                                         (Barcelona),Paseos en globo,Sin puntuación,https://www.atrapalo.com/common/photo/event/3/9/6/22/1588194/vertic_372_270.jpg,149€
526,"Vuelo en globo por Cataluña, ¡12 zonas a escoger!",A escoger según condiciones meteorológicas y tipo de actividad                                                         (Barcelona),Paseos en globo,9.1,https://www.atrapalo.com/common/photo/event/7/1/0/45/1217183/vertic_372_270.jpg,"182,50€"
527,Vuelta en helicóptero y Experiencia Velero por Barcelona,SailingExperienceBcn,Vuelos en helicóptero y avioneta,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/8/3/0110/1020492/vertic_372_270.jpg,145€
528,Wingfoil/Wakefoil en Barcelona,Anywhere Watersport,"Paddle Surf, Surf y Windsurf",Sin puntuación,https://www.atrapalo.com/common/photo/event/4/9/0/8187/1564605/vertic_372_270.jpg,95€
529,Yoga exclusivo en el jardín del Hotel Palace 5*,Hotel `El Palace´                                                         (Barcelona),Yoga y pilates,Sin puntuación,Sin imagen,32€
530,Youlo: donde los niños son fotógrafos y la diversión no tiene fin,Estudio de Wonderstory,Actividades familiares,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/9/0/9700/1572509/vertic_372_270.jpg,65€
531,¡Masaje de madera para una piel radiante y tonificada!,Bonjour Madame,Adelgazamiento,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/8/7/9874/1510427/vertic_372_270.jpg,29€
532,¡Regala experiencias únicas con Bn Grup!,Alquimia Barcelona,Degustaciones y experiencias gastronómicas,Sin puntuación,Sin imagen,39€
533,¡Salva una aldea Masái y construye con Lego!,El Trencaclosques,Campamentos y talleres infantiles,10,https://www.atrapalo.com/common/photo/event/4/8/8/2266/1380239/vertic_372_270.jpg,24€
534,¡Salvar la Galaxia! Un viaje de ida y regreso hasta las estrellas,Escape Room El Cubo,Room Escape,10,https://www.atrapalo.com/common/photo/event/4/8/8/6636/1408066/vertic_372_270.jpg,"11,83€"
535,Excursión de un día a la Costa Tropical y las Cuevas de Nerja desde Granada,Barcelona                                                         (Barcelona),Excursiones de un día,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/8/7/2162/1303590/vertic_372_270.jpg,"41,20€"
536,Skyfall Experience: degustación de 6 platos con vistas panorámicas,Skyfall Cocktail Club,Degustaciones y experiencias gastronómicas,8.5,https://www.atrapalo.com/common/photo/event/4/8/8/7707/1416204/vertic_372_270.jpg,50€
537,Masterclass de cocktail en Skyfall,Skyfall Cocktail Club,Cursos de cata y coctelería,Sin puntuación,Sin imagen,35€
538,Brunch ilimitado en Terrum: sabores únicos en Hyatt Regency,Hyatt Regency Barcelona Tower · Restaurante Terrum,Degustaciones y experiencias gastronómicas,10,https://www.atrapalo.com/common/photo/event/4/8/9/0350/1436639/vertic_372_270.jpg,"49,90€"
539,Escape room - Terror suave,Escape Room Sant Josep,Room Escape,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/9/0/3718/1537943/vertic_372_270.jpg,"13,02€"
540,Sesiones de skate y surfskate en Barcelona,The Skate Hub,Clases de patinaje,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/8/8/6084/1404954/vertic_372_270.jpg,29€
541,Bautizo de buceo en Barcelona,Port Forum - Sant Adrià de Besòs,Buceo,Sin puntuación,Sin imagen,50€
542,Salida de snorkel,Port Forum - Sant Adrià de Besòs,Snorkel,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/8/8/8943/1425367/vertic_372_270.jpg,25€
543,Curso Iniciación al buceo B1 Estrella CMAS,Port Forum - Sant Adrià de Besòs,Buceo,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/8/9/1526/1576732/vertic_372_270.jpg,260€
544,Spa privado con opción a masaje para 1 o 2 personas,Beauty & Spa Urbano Spazio Nyxpert,Spas con masaje,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/9/0/4831/1544329/vertic_372_270.jpg,"32,99€"
